id,value
id_0,4.406945375096807
id_1,14.678956591377972
id_2,16.710627306627483
id_3,4.880798723777912
id_4,20.786565748097335
id_5,16.534477091215038
id_6,17.531709397591264
id_7,23.537951287146303
id_8,12.61729685751574
id_9,49.37234723222565
id_10,7.872347823514687
id_11,5.433634550248058
id_12,50.5278956985055
id_13,42.375874181605425
id_14,16.502231215064803
id_15,8.339656656963053
id_16,25.322633770241218
id_17,50.22776715001542
id_18,-1.7599488190126866
id_19,13.188589167806313
id_20,32.71938876603475
id_21,57.687642702132464
id_22,7.09426885487354
id_23,13.44263136921733
id_24,10.708332572857891
id_25,29.60970843513628
id_26,12.216824278143125
id_27,45.512046573914134
id_28,4.824034203337941
id_29,44.55439599997485
id_30,17.700555161061985
id_31,5.941631160948467
id_32,2.666019117277905
id_33,13.761428300279338
id_34,21.34110813485546
id_35,28.769944701983455
id_36,34.92896016591285
id_37,23.47182126489702
id_38,33.59919177188137
id_39,27.540106589090634
id_40,4.861277159634069
id_41,32.161613601261024
id_42,23.411036706771878
id_43,41.07605026800142
id_44,12.926015065276378
id_45,27.10608390235268
id_46,18.837337761039393
id_47,7.891167813027749
id_48,20.7185746508556
id_49,25.08028784926598
id_50,15.640925159513587
id_51,4.740774478834471
id_52,15.488990212989052
id_53,41.952102725829846
id_54,12.637910596945579
id_55,28.766071836043796
id_56,26.26718797098406
id_57,15.181527576715903
id_58,45.26197853224407
id_59,16.985168379649412
id_60,11.441669905759616
id_61,32.123618738097214
id_62,8.242360686323288
id_63,37.489921944617215
id_64,8.162038808782228
id_65,10.493346311961728
id_66,10.03623661878878
id_67,-2.1320450308428853
id_68,34.88929899809283
id_69,22.13310692674527
id_70,14.682793305186326
id_71,33.00726661887067
id_72,47.07231697551049
id_73,2.8507579319046847
id_74,11.007063130762909
id_75,1.6120506030935893
id_76,32.35603245546079
id_77,11.149301407006345
id_78,15.362449478640226
id_79,15.319724695160696
id_80,18.554092719345725
id_81,28.618788508383
id_82,15.836397806379397
id_83,76.30881352254244
id_84,30.413999211152444
id_85,21.492055992875535
id_86,17.208103235174974
id_87,24.794116194604115
id_88,17.99436754003725
id_89,15.219246449399915
id_90,22.764785365322446
id_91,33.23594146521884
id_92,5.241756354767485
id_93,29.632916628977043
id_94,36.84620489098372
id_95,12.436079250135208
id_96,25.570676625711233
id_97,7.882502056253832
id_98,17.334923391746063
id_99,3.145328264694456
id_100,13.427678556743343
id_101,18.963447640640304
id_102,8.952567051384268
id_103,12.358100105254252
id_104,18.387199875867225
id_105,31.014604604179887
id_106,25.61134796249696
id_107,3.283865143718436
id_108,1.763159728807853
id_109,62.01487927312687
id_110,37.7983427843029
id_111,12.039547375904169
id_112,21.827112431663405
id_113,10.720778975066196
id_114,9.965325583530323
id_115,18.395953534930243
id_116,18.762233684113863
id_117,8.317734877530839
id_118,12.327701870361242
id_119,15.546176804247994
id_120,65.09542225873768
id_121,19.714991619322127
id_122,30.61227462138844
id_123,19.585191549903765
id_124,4.790822675827201
id_125,29.083654939386086
id_126,5.151043655008991
id_127,14.632319716996795
id_128,21.862735772102962
id_129,51.43870967704523
id_130,16.723579735712484
id_131,16.685366709905217
id_132,47.99753144168797
id_133,10.573924833739463
id_134,12.979003295753154
id_135,1.3709627362496448
id_136,9.158815368060274
id_137,45.76103836620581
id_138,17.306886085732337
id_139,3.3175363450245676
id_140,22.49832672298845
id_141,19.136625893852386
id_142,35.60544425682944
id_143,22.75662352492148
id_144,13.770811801622362
id_145,18.695049169396917
id_146,9.226658586940845
id_147,42.19941490632985
id_148,20.913384340749623
id_149,32.02413407303567
id_150,7.184602592902209
id_151,5.556337988812884
id_152,18.583266901380416
id_153,4.128994121249427
id_154,10.491250824152079
id_155,31.195626180908157
id_156,5.241254302001799
id_157,27.641037986547012
id_158,8.166000921117654
id_159,14.945702542585018
id_160,32.422897275695824
id_161,14.705113511709472
id_162,8.344317014469759
id_163,5.832769575386131
id_164,41.03198377970498
id_165,24.43617825260913
id_166,-3.842363172851071
id_167,12.270190131547293
id_168,49.04184676375047
id_169,11.05699561068581
id_170,49.58409270999673
id_171,30.169799343989347
id_172,19.772338336216684
id_173,16.16723286723103
id_174,47.885712051609296
id_175,19.221523807708152
id_176,15.789365128503198
id_177,29.705455534696952
id_178,7.537348826415544
id_179,24.853041908677092
id_180,10.344554142493706
id_181,6.838970493374262
id_182,45.45927082191535
id_183,37.08167734566807
id_184,12.144445455885998
id_185,27.156270450209124
id_186,19.9685811138652
id_187,55.35743677204043
id_188,6.6515112085833685
id_189,46.65010960382387
id_190,30.214390049660793
id_191,11.166151818646107
id_192,21.416646011438786
id_193,0.00860472955132252
id_194,15.586457163111588
id_195,1.6312024560327725
id_196,26.226043416672397
id_197,6.922372452465664
id_198,13.442810502605008
id_199,46.43650521013095
id_200,19.11357970593464
id_201,18.98254389405161
id_202,51.53115932616272
id_203,8.088326110713624
id_204,7.792800409863323
id_205,8.020443623440046
id_206,5.476200384671465
id_207,-0.22407997120781786
id_208,98.68091550567132
id_209,15.15715746655191
id_210,12.766058911583642
id_211,9.160661768581356
id_212,27.2159804395783
id_213,27.413983996119345
id_214,11.313233868792366
id_215,26.556926452141102
id_216,60.64226899546324
id_217,-0.6501156966292392
id_218,9.984997192255795
id_219,24.200774923390245
id_220,10.61085000562719
id_221,9.644002844707957
id_222,87.90664454593755
id_223,9.28923611764866
id_224,13.07344663314825
id_225,50.400527432273904
id_226,12.395415927466608
id_227,14.42206987244461
id_228,7.122307554953517
id_229,6.495548163821924
id_230,35.95528171729033
id_231,9.64868177896533
id_232,44.30916119248626
id_233,33.58119795287523
id_234,21.69605605284892
id_235,32.3161131530742
id_236,54.06242201933754
id_237,31.784314239461537
id_238,9.07088024260379
id_239,13.396762614028
